Name,Rating,Fifa Ability Overall,Position,Apps,Assists,Aerials Won per game,Man of the match,Tackles,Clearances per game,Dribbled past per game,Goals,"Shots per
game",Dribbles per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Avg Minutes Played
Rúben Neves,6.86,80,DMC,34,3,0.9,0,2.1,1.3,1.6,4,2.1,0.3,0.7,55.4,81.2,0.1,88.5
Nathan Aké,6.86,79,"D(CL), DMC",38,0,2.3,1,1.7,6.1,0.3,4,0.7,0.1,0.2,44.6,86.0,0.1,89.78947368421052
Sean Longstaff,6.86,73,M(C),8,0,1.0,0,1.9,0.8,1.7,1,0.9,0.6,0.6,32.6,80.9,0.2,86.0
Mario Lemina,6.85,78,DMC,18,1,1.4,0,2.3,1.4,0.9,1,1.2,1.1,0.6,38.6,86.0,0.1,89.77777777777777
Serge Aurier,6.85,80,"D(CLR), M(R)",6,2,1.5,0,2.5,2.1,0.9,0,0.5,1.0,0.8,33.6,75.5,0.9,94.0
Jonny,6.85,79,"D(CLR), M(L)",32,1,1.2,1,2.4,1.6,0.9,1,0.8,0.9,0.9,32.6,77.8,0.3,86.875
"Ruben Loftus0,00Cheek",6.85,77,"M(CLR), M(CLR)",6,2,0.9,1,0.8,0.2,0.4,6,1.2,1.7,0.7,25.4,87.9,0.0,164.16666666666666
Gerard Deulofeu,6.84,80,"AM(LR), FW",26,5,0.1,3,0.4,0.1,0.7,10,2.0,1.6,1.0,23.9,77.4,0.2,80.11538461538461
Romelu Lukaku,6.84,87,"AM(R), FW",22,0,2.9,2,0.3,0.6,0.3,12,1.7,0.7,0.7,16.7,66.3,0.2,96.81818181818181
Danny Rose,6.84,81,"D(L), M(L)",20,3,1.0,1,1.9,0.8,0.5,0,0.6,1.3,1.0,35.7,73.7,0.8,89.9
Marko Arnautovic,6.84,82,"AM(CLR), FW",24,4,0.9,2,0.3,0.2,0.2,10,2.2,0.7,1.3,22.9,74.7,0.2,83.375
David Brooks,6.83,73,AM(CR),29,5,0.2,1,1.2,0.8,0.8,7,1.4,0.8,1.0,28.5,73.1,0.3,78.55172413793103
Danny Ings,6.83,76,"AM(C), FW",23,3,0.8,0,1.3,0.3,0.7,7,2.3,0.8,1.2,16.3,71.4,0.0,72.52173913043478
Callum Paterson,6.82,71,"D(R), M(CR), FW",21,1,7.5,1,0.8,1.0,0.8,4,1.5,0.2,0.9,20.4,48.4,0.2,95.04761904761905
Calum Chambers,6.82,74,"D(CR), DMC",29,0,2.1,0,2.1,3.5,1.0,2,1.1,0.7,0.5,47.9,79.0,0.0,89.20689655172414
Fabian Delph,6.82,80,"D(L), M(CL)",8,1,0.8,0,2.1,1.5,1.0,0,0.4,0.7,0.3,62.9,91.3,0.3,90.625
Phil Jones,6.81,79,"D(CR), DMC",15,1,2.6,0,1.1,3.4,0.3,0,0.3,0.2,0.2,41.9,92.6,0.0,84.26666666666667
James McArthur,6.8,76,M(CLR),36,6,1.3,1,2.2,1.2,1.3,3,0.9,0.5,0.8,36.8,79.3,0.1,85.33333333333333
Jonjo Shelvey,6.8,78,M(C),10,1,0.9,0,1.4,0.8,0.6,1,1.4,0.6,1.6,39.3,71.0,0.9,94.4
Ashley Westwood,6.8,75,DMC,31,7,0.6,1,1.7,1.2,0.7,2,0.6,0.2,1.2,41.7,76.4,0.9,91.03225806451613
Solly March,6.79,73,M(CLR),30,5,0.5,0,1.6,0.7,0.7,1,1.2,1.4,1.2,21.6,70.6,1.3,82.5
Robert Snodgrass,6.78,76,AM(CLR),25,5,0.8,3,1.3,0.5,1.0,2,0.9,1.0,1.8,29.4,82.1,1.8,88.96
Mesut Özil,6.78,86,M(CLR),20,2,0.2,2,0.5,0.2,0.8,5,0.5,0.9,1.9,46.6,88.6,0.8,87.1
Erik Lamela,6.77,81,AM(CLR),9,2,0.2,1,0.9,0.1,0.5,4,1.5,1.1,1.2,22.2,83.2,0.5,108.11111111111111
Joe Bennett,6.77,72,"D(L), M(L)",30,1,1.2,0,1.7,2.8,0.5,0,0.3,0.8,0.5,23.1,71.8,0.4,88.03333333333333
Ryan Fredericks,6.76,73,"D(R), M(R)",12,0,1.3,1,2.5,2.6,0.7,1,0.3,0.8,0.2,29.1,70.9,0.3,90.5
Nemanja Matic,6.76,84,DMC,28,0,2.0,0,1.8,1.9,1.0,1,0.4,0.6,0.5,65.6,86.9,0.1,87.17857142857143
Oriol Romeu,6.76,78,DMC,25,0,1.5,1,2.6,1.2,1.5,1,0.3,0.5,0.3,35.5,79.3,0.0,85.68
Hamza Choudhury,6.76,69,M(C),7,0,0.6,0,2.7,1.3,0.7,0,0.4,0.2,0.6,26.7,84.6,0.1,85.28571428571429
Abdoulaye Doucouré,6.76,81,M(C),34,6,1.2,0,2.0,1.5,1.1,5,1.5,0.9,1.1,55.4,83.5,0.1,90.05882352941177
Miguel Almirón,6.76,64,"AM(CL), FW",9,0,0.1,0,2.0,0.4,0.6,0,1.9,0.7,1.3,24.1,74.7,0.7,84.77777777777777
Ashley Barnes,6.75,76,"AM(CL), FW",26,2,3.6,2,0.8,0.6,0.6,12,1.8,0.2,0.6,14.0,59.1,0.0,91.84615384615384
Moussa Sissoko,6.75,77,M(CR),27,3,0.8,0,1.2,0.7,0.5,0,0.5,1.2,0.9,46.5,86.7,0.1,86.55555555555556
Charlie Taylor,6.75,74,"D(L), M(L)",35,1,1.9,0,1.4,2.2,0.7,0,0.2,1.1,0.3,30.9,72.5,0.6,92.57142857142857
Joel Ward,6.74,73,"D(LR), DMC, M(R)",6,0,2.6,0,1.7,4.4,1.0,1,0.3,0.1,0.3,27.1,72.6,0.0,91.83333333333333
Pablo Zabaleta,6.74,76,"D(R), DMC, M(R)",23,1,1.8,0,1.8,3.3,1.0,0,0.3,0.5,0.3,33.1,76.7,0.3,90.95652173913044
Naby Keita,6.74,83,M(C),16,1,0.4,0,1.5,0.5,1.1,2,1.1,1.0,0.4,40.2,88.5,0.0,87.125
Eric Dier,6.74,80,"D(CR), DMC",18,0,1.8,0,1.3,2.1,1.4,3,0.5,0.1,0.4,54.2,84.9,0.1,83.88888888888889
Aaron Mooy,6.73,81,M(C),25,1,0.5,1,2.1,0.7,1.1,3,1.5,0.8,1.5,44.1,80.2,1.4,93.08
Andreas Christensen,6.73,81,"D(C), DMC",6,0,2.3,0,1.3,3.4,0.4,0,0.0,0.1,0.0,57.3,92.8,0.0,102.5
Will Hughes,6.72,77,M(CR),31,4,0.7,0,2.3,0.7,1.1,2,1.0,0.8,0.9,30.0,76.4,0.1,78.58064516129032
Lucas Torreira,6.72,82,DMC,24,2,0.6,0,1.9,0.9,0.9,2,0.7,0.4,0.5,46.8,87.4,0.2,99.20833333333333
Manuel Lanzini,6.72,81,AM(CLR),8,1,0.3,0,1.2,0.7,1.3,1,1.1,1.3,0.5,45.2,89.6,0.2,86.125
Víctor Camarasa,6.72,76,M(CR),31,4,0.6,0,0.9,0.8,0.8,5,1.3,1.1,1.6,27.7,75.1,1.3,83.19354838709677
Héctor Bellerín,6.71,80,"D(R), M(R)",18,5,1.1,0,0.8,1.7,0.4,0,0.9,0.8,0.4,41.3,84.2,0.5,85.27777777777777
Patrick van Aanholt,6.71,76,"D(L), M(L)",36,2,0.3,0,1.3,2.3,0.4,3,1.3,0.6,1.0,44.7,79.8,0.3,88.83333333333333
Adam Smith,6.71,76,"D(LR), M(R)",25,1,1.1,0,1.8,2.3,0.9,1,0.3,0.8,0.4,34.9,82.0,0.2,82.92
Morgan Schneiderlin,6.71,79,DMC,10,1,1.4,1,1.7,1.1,0.6,0,0.2,0.1,0.6,38.9,88.6,0.1,83.5
Xherdan Shaqiri,6.71,81,M(CLR),11,3,0.1,1,0.6,0.3,0.4,6,1.1,0.3,0.8,26.6,81.2,0.5,96.27272727272727
Aaron Ramsey,6.7,82,M(CR),14,6,0.5,0,1.2,0.1,0.6,4,1.2,0.4,0.9,27.6,82.0,0.2,95.07142857142857
Juan Mata,6.7,83,AM(CLR),16,2,0.1,0,0.4,0.2,0.7,3,0.9,0.5,1.4,31.8,86.0,0.6,80.9375
Daniel Amartey,6.69,75,"D(R), DMC",7,0,1.6,0,2.0,2.8,0.6,0,0.4,0.2,0.3,41.2,85.2,0.0,91.57142857142857
Dan Gosling,6.69,74,M(C),19,1,1.4,0,2.3,1.8,1.0,2,0.8,0.5,0.4,38.8,79.6,0.0,91.47368421052632
"André0,00Frank Zambo Anguissa",6.69,74,"DMC, DMC",16,0,1.0,0,2.2,1.3,1.5,0,1.0,1.9,0.3,47.4,87.4,0.0,94.9375
Ben Davies,6.69,81,"D(CL), M(L)",20,0,1.7,1,2.1,2.3,0.6,0,0.5,0.1,0.6,40.2,82.8,0.3,91.95
Jack Wilshere,6.68,79,M(CLR),4,1,0.3,0,0.9,0.0,0.5,0,0.3,1.9,0.6,27.0,89.8,0.0,97.25
Luis Antonio Valencia,6.68,81,"D(R), M(R)",5,0,0.5,0,1.3,1.0,0.2,0,0.3,0.5,1.2,45.2,84.1,0.8,93.2
Pascal Groß,6.68,77,M(CR),24,3,0.7,1,1.1,0.9,1.0,3,1.0,0.2,2.2,32.4,75.6,1.8,78.25
Aaron Cresswell,6.68,76,"D(CL), M(L)",18,1,1.3,0,1.5,2.1,0.6,0,0.6,0.3,0.9,40.6,81.4,0.8,88.38888888888889
Marc Albrighton,6.68,76,M(LR),18,2,0.6,0,1.3,0.9,0.7,2,0.7,0.7,1.1,23.0,65.9,0.8,90.38888888888889
Jordan Henderson,6.67,82,M(CLR),21,3,0.8,0,1.4,0.4,0.7,1,0.5,0.2,0.5,54.4,87.2,0.2,94.42857142857143
Jeffrey Schlupp,6.66,73,"D(L), M(CL)",18,1,1.8,1,1.4,0.7,0.6,4,0.9,0.7,0.5,21.0,75.9,0.1,92.61111111111111
Marouane Fellaini,6.66,79,M(C),6,1,3.4,0,1.5,2.4,0.6,0,0.5,0.1,0.2,30.4,81.2,0.1,124.66666666666667
Roberto Pereyra,6.66,80,M(CLR),33,1,0.1,1,0.6,0.6,0.5,6,1.7,1.2,1.1,34.0,83.2,0.2,85.60606060606061
Adam Masina,6.66,74,"D(L), M(L)",11,1,1.6,0,2.1,2.6,0.9,0,0.2,0.5,0.2,31.1,80.7,0.4,91.27272727272727
Yan Valery,6.66,61,"D(R), M(R)",20,1,1.8,0,1.8,2.5,0.6,2,0.3,1.0,0.3,17.3,61.9,0.3,85.75
Dale Stephens,6.66,76,M(C),29,1,0.9,1,2.8,1.5,1.5,1,0.4,0.2,0.6,45.1,83.7,0.0,85.75862068965517
Alberto Moreno,6.65,77,"D(L), M(L)",2,0,0.0,0,1.5,0.0,1.0,0,0.5,1.0,1.5,52.5,87.6,0.5,77.5
Joe Bryan,6.65,74,"D(L), M(CL)",27,1,1.1,0,2.2,2.5,0.6,0,0.8,0.5,0.9,33.9,75.4,0.8,86.92592592592592
Ross Barkley,6.65,79,M(CLR),13,5,0.7,1,0.6,0.5,0.4,3,1.5,0.6,0.8,35.3,91.2,0.0,95.61538461538461
André Gomes,6.65,80,M(CLR),24,1,1.4,0,1.4,0.7,1.7,1,0.8,1.5,0.2,44.4,84.8,0.1,82.75
Mateo Kovacic,6.65,83,M(CL),21,2,0.3,0,1.4,0.6,0.8,0,0.9,1.3,0.8,45.9,92.0,0.0,83.0952380952381
"Callum Hudson0,00Odoi",6.65,70,"AM(R), AM(R)",4,1,0.2,0,0.8,0.0,0.2,0,0.6,1.2,0.9,20.7,86.0,0.6,97.75
Davy Pröpper,6.65,77,M(C),30,1,1.2,1,1.7,1.1,1.2,1,0.5,1.0,0.6,40.4,80.0,0.1,85.03333333333333
Mark Noble,6.65,76,M(C),29,5,0.3,0,1.5,0.4,1.2,5,0.5,0.5,0.7,48.6,85.3,0.2,79.58620689655173
Anthony Knockaert,6.64,76,AM(LR),18,6,0.5,0,1.1,0.2,0.6,2,0.9,1.0,1.2,20.5,76.9,1.3,101.83333333333333
Gabriel Jesus,6.64,83,"AM(LR), FW",8,3,0.5,1,0.3,0.1,0.2,7,1.5,0.8,0.7,12.3,82.6,0.0,127.75
"Ainsley Maitland0,00Niles",6.64,71,"D(LR), M(CLR)",11,1,0.4,1,2.1,0.7,0.9,1,0.3,1.2,0.4,28.2,78.5,0.1,89.63636363636364
Matthew Lowton,6.64,77,"D(LR), M(R)",19,0,1.2,0,2.7,3.4,1.3,0,0.2,0.6,0.4,30.4,69.0,0.3,92.0
Diogo Dalot,6.63,72,"D(LR), M(R)",12,2,1.4,0,1.5,1.9,0.3,0,0.9,0.7,1.1,26.4,70.9,0.9,84.58333333333333
Yves Bissouma,6.63,72,M(C),17,0,1.0,1,2.2,0.9,0.6,0,1.1,1.7,0.5,25.5,81.8,0.1,104.17647058823529
Alex Iwobi,6.62,78,AM(CLR),22,6,0.1,0,0.8,0.3,0.5,3,1.0,1.3,1.1,27.2,77.8,0.3,89.81818181818181
"Dominic Calvert0,00Lewin",6.61,74,"AM(L), FW",19,2,3.2,0,0.4,0.5,0.2,6,1.5,0.6,0.3,12.2,61.7,0.1,93.47368421052632
Cyrus Christie,6.61,72,"D(R), M(R)",19,1,2.0,0,1.5,2.9,0.8,0,0.4,1.0,0.6,31.6,76.4,0.6,102.36842105263158
Ryan Bertrand,6.61,79,"D(CL), M(L)",24,0,1.6,0,1.9,1.8,0.6,1,0.7,0.3,1.0,32.3,75.5,0.9,90.0
Sead Kolasinac,6.61,79,"D(L), M(L)",22,5,0.8,0,1.4,1.0,0.6,0,0.4,0.5,1.3,40.5,77.7,0.5,85.95454545454545
Aron Gunnarsson,6.61,73,M(C),27,1,1.7,0,1.8,1.9,2.2,1,0.7,0.4,0.6,26.8,71.6,0.1,84.25925925925925
Cheikhou Kouyaté,6.61,76,"D(CR), DMC",21,2,2.1,0,1.9,1.0,0.8,0,0.6,0.4,0.5,24.7,80.1,0.0,90.33333333333333
Mason Holgate,6.61,76,"D(CR), M(R)",4,0,2.8,0,1.0,6.2,0.0,0,0.0,0.4,0.0,50.6,76.7,0.0,101.75
Jonathan Hogg,6.6,76,DMC,29,1,1.1,0,2.7,0.6,1.4,0,0.3,0.3,0.6,53.3,83.2,0.1,81.96551724137932
Bernard,6.6,80,AM(L),25,3,0.1,0,1.4,0.4,1.2,1,0.7,1.2,1.2,23.7,75.3,0.4,85.16
Alexis Sánchez,6.6,85,"M(CLR), FW",9,3,0.4,0,0.9,0.1,0.4,1,0.9,0.7,1.1,19.1,74.6,0.3,97.44444444444444
Jesse Lingard,6.59,82,AM(CLR),19,2,0.2,1,1.1,0.2,0.8,4,1.2,0.5,0.6,28.2,85.7,0.1,87.89473684210526
Adama Traoré,6.59,72,"M(R), FW",8,1,0.8,1,0.6,0.2,0.2,1,0.7,2.2,0.6,9.3,72.2,0.5,112.0
Christian Fuchs,6.59,75,"D(CL), M(L)",2,0,1.0,0,1.3,2.3,0.3,0,0.7,0.3,2.0,39.3,83.1,1.3,103.0
Emerson,6.59,75,"D(L), M(L)",7,0,0.5,0,1.4,0.8,0.4,0,0.5,1.0,0.5,43.6,89.9,0.3,94.28571428571429
André Schürrle,6.59,77,"M(CLR), FW",21,0,0.6,1,1.3,0.7,1.3,6,2.3,0.8,0.9,21.8,77.8,0.4,78.57142857142857
Javier Manquillo,6.59,74,"D(LR), M(R)",12,3,1.1,0,1.5,2.7,0.3,0,0.1,0.3,0.5,19.6,69.9,0.2,91.66666666666667
Matteo Darmian,6.59,76,"D(CLR), M(LR)",5,0,0.5,0,2.3,3.2,1.2,0,0.2,0.2,0.3,29.2,85.1,0.2,88.8
Jack Cork,6.58,78,DMC,37,2,1.4,0,1.4,2.1,0.8,1,0.5,0.8,0.5,35.9,81.2,0.1,89.54054054054055
Divock Origi,6.57,77,"AM(LR), FW",4,1,0.3,0,0.5,0.1,0.3,3,1.1,0.5,0.3,9.0,70.4,0.0,92.0
"Ki Sung0,00yueng",6.57,76,"DMC, DMC",14,1,0.8,0,0.8,1.1,0.5,0,0.5,0.3,0.9,33.2,85.1,0.8,93.0
Mohamed Diamé,6.57,75,M(CLR),24,0,1.2,0,2.7,1.2,1.3,0,0.7,0.6,0.1,25.3,77.2,0.0,90.25
Álvaro Morata,6.56,82,"AM(L), FW",11,0,1.1,0,0.5,0.4,0.4,5,2.2,0.4,0.4,14.3,76.9,0.0,85.72727272727273
Cédric Soares,6.56,77,"D(R), M(R)",16,2,1.3,0,1.2,2.8,0.3,1,0.6,0.4,0.7,33.1,73.1,0.8,93.375
Kiko Femenía,6.55,76,"D(R), M(R)",22,1,0.4,0,1.7,2.2,0.9,1,0.2,0.4,0.4,31.9,83.1,0.5,93.0
Harry Winks,6.55,77,DMC,17,0,0.5,1,0.8,0.7,1.0,1,0.3,0.7,0.3,53.4,91.8,0.0,93.6470588235294
Jean Michael Seri,6.55,81,M(C),27,2,0.4,0,1.3,0.4,1.0,1,0.6,0.5,1.8,49.8,87.0,1.2,83.4074074074074
Matteo Guendouzi,6.55,71,DMC,23,0,0.5,0,1.3,0.7,0.9,0,0.5,0.7,0.5,48.4,87.7,0.0,93.21739130434783
Lee Peltier,6.54,69,"D(CLR), DMC, M(R)",17,0,1.5,0,2.0,2.7,0.6,0,0.1,0.2,0.1,17.1,60.2,0.2,90.76470588235294
Josh Murphy,6.54,72,"AM(LR), FW",22,2,0.4,1,0.9,0.3,0.7,3,1.6,1.3,0.6,10.6,60.4,0.5,83.0
Adam Lallana,6.53,80,AM(CLR),5,0,0.7,0,1.2,0.1,0.5,0,0.4,0.6,0.7,23.2,82.1,0.2,93.0
Kenedy,6.53,76,"D(L), M(L)",14,1,0.3,1,1.2,0.8,0.7,1,1.2,1.2,0.4,18.5,72.3,0.4,96.07142857142857
Samir Nasri,6.53,73,M(CLR),3,2,0.0,0,0.0,0.2,0.0,0,0.6,0.4,1.2,31.0,88.4,0.2,82.0
Victor Wanyama,6.53,80,DMC,4,0,1.1,0,1.0,0.7,0.5,1,0.5,0.5,0.2,25.1,81.0,0.1,128.25
Phil Foden,6.52,73,M(C),3,0,0.2,0,0.5,0.1,0.5,1,1.1,0.6,0.6,17.8,86.6,0.1,110.0
Ken Sema,6.52,71,M(CLR),9,2,1.2,0,0.9,0.2,0.7,1,0.7,1.1,0.5,13.9,72.5,0.1,84.0
Alex Pritchard,6.51,74,AM(CLR),26,0,0.5,0,1.2,0.2,0.8,2,1.6,1.0,1.1,29.9,74.9,0.6,80.46153846153847
Mohamed Elyounoussi,6.51,79,AM(LR),8,0,0.6,0,1.0,0.3,0.8,0,1.3,0.7,0.9,13.9,73.4,0.8,98.875
Theo Walcott,6.51,79,"M(CLR), FW",24,2,0.4,0,0.7,0.2,0.4,5,1.2,0.8,0.6,15.6,72.6,0.3,88.5
Demarai Gray,6.51,76,"AM(CLR), FW",23,1,0.3,0,0.7,0.4,0.3,4,1.4,1.2,0.5,19.3,77.6,0.1,86.78260869565217
Stuart Armstrong,6.5,75,AM(CL),16,2,0.6,0,1.0,0.4,1.2,3,1.1,0.7,1.0,21.1,78.6,0.1,89.5625
Shane Long,6.5,73,"AM(R), FW",12,1,2.8,1,0.6,0.7,0.5,5,1.2,0.2,0.5,11.7,64.6,0.0,105.91666666666667
DeAndre Yedlin,6.5,76,"D(R), M(R)",28,2,1.0,0,1.9,2.4,0.8,1,0.4,0.3,1.0,25.2,71.6,0.6,88.39285714285714
Jordan Ayew,6.5,76,"AM(CLR), FW",14,2,1.6,1,1.9,0.3,0.7,1,1.4,0.6,0.8,13.3,77.7,0.0,84.78571428571429
Beram Kayal,6.49,72,DMC,9,1,0.9,1,1.6,1.4,0.9,1,0.3,0.6,0.2,15.1,71.2,0.1,104.11111111111111
Fred,6.49,82,M(C),13,1,0.2,1,1.7,0.5,1.1,1,1.0,0.6,0.7,45.2,86.3,0.3,80.38461538461539
Juninho Bacuna,6.49,70,M(C),16,0,0.8,0,2.2,0.5,1.5,1,0.9,1.2,0.9,34.0,75.4,0.4,88.5
Bruno,6.49,77,"D(R), M(R)",14,1,0.6,0,1.8,1.9,0.3,0,0.1,0.3,0.4,36.4,82.4,0.4,81.14285714285714
Max Meyer,6.49,79,"M(CL), FW",15,2,0.1,0,1.1,0.6,0.3,1,1.3,0.4,0.8,22.9,83.9,0.1,94.33333333333333
Scott McTominay,6.48,71,DMC,9,0,2.1,1,0.6,1.0,0.4,2,0.9,0.1,0.1,28.1,83.3,0.0,95.88888888888889
Luciano Vietto,6.48,76,"AM(R), FW",10,4,0.3,0,0.8,0.3,0.8,1,1.2,0.8,1.1,19.3,78.8,0.4,98.7
Ademola Lookman,6.47,73,"AM(CLR), FW",3,2,0.3,0,0.7,0.1,0.1,0,0.6,1.1,0.5,12.0,84.6,0.2,200.66666666666666
David Junior Hoilett,6.46,74,"M(CLR), FW",23,1,0.6,0,1.3,0.8,1.2,3,1.3,0.7,0.8,13.8,71.6,0.6,93.17391304347827
Joe Ralls,6.45,74,"DMC, M(L)",22,0,1.2,0,1.6,1.0,0.8,0,0.8,0.2,1.2,27.8,69.2,0.9,89.0909090909091
Steven Davis,6.45,74,M(CLR),1,1,0.3,0,0.7,1.7,0.0,0,0.0,0.0,1.0,22.7,94.1,0.3,97.0
Conor Coady,6.45,74,"D(CR), DMC",38,0,0.9,1,0.8,3.3,0.4,0,0.0,0.1,0.1,44.4,84.3,0.0,90.0
Charlie Daniels,6.45,75,"D(L), M(L)",17,0,1.4,0,1.2,2.0,0.4,1,0.6,0.6,0.5,40.0,78.7,0.4,93.29411764705883
Mohamed Elneny,6.44,77,DMC,5,0,0.3,0,1.6,1.0,0.1,0,0.9,0.1,0.6,34.8,90.6,0.1,76.2
Pedro Obiang,6.44,77,DMC,12,1,0.7,0,1.7,0.6,1.0,0,0.6,0.3,0.3,22.3,80.0,0.1,93.41666666666667
Christian Atsu,6.44,74,AM(CLR),15,0,0.4,0,0.9,0.5,0.4,1,1.0,0.9,0.6,13.7,82.2,0.3,99.2
Domingos Quina,6.44,63,DMC,3,0,0.3,0,1.1,0.1,1.0,1,0.6,0.6,0.3,28.4,85.0,0.1,111.66666666666667
Nathaniel Clyne,6.43,79,"D(LR), M(R)",13,1,0.4,0,2.4,1.9,0.9,0,0.1,0.3,0.3,32.8,75.2,0.3,88.15384615384616
Greg Cunningham,6.43,74,"D(CL), M(L)",7,0,0.6,0,2.6,1.9,1.0,0,0.3,0.0,0.7,25.6,73.7,0.3,90.0
Rachid Ghezzal,6.43,75,AM(CLR),8,0,0.5,0,0.7,0.2,0.8,1,1.0,1.0,0.8,22.2,79.4,0.8,92.375
Jon Gorenc Stankovic,6.42,63,"D(C), DMC",9,0,2.0,0,2.4,1.7,1.1,1,0.8,0.1,0.2,26.7,75.5,0.0,80.0
Ryan Sessegnon,6.42,75,"D(L), M(LR)",26,6,0.5,0,0.6,1.1,0.5,2,0.8,0.9,0.9,19.6,73.4,0.4,88.38461538461539
Rúben Vinagre,6.41,66,M(L),7,0,0.5,0,0.8,0.8,0.2,0,0.2,0.8,0.4,16.8,77.3,0.4,100.85714285714286
"Bobby De Cordova0,00Reid",6.41,73,"M(C), FW",16,2,0.4,1,0.6,0.4,0.2,5,1.0,0.6,0.6,11.5,71.4,0.1,88.9375
Daniel Sturridge,6.41,80,"M(R), FW",4,1,0.2,0,0.2,0.0,0.1,2,1.0,0.3,0.4,10.6,80.0,0.1,125.0
Florent Hadergjonaj,6.4,74,"D(R), M(R)",19,0,1.0,0,1.3,1.1,1.0,0,0.3,0.4,1.0,30.2,75.2,0.9,96.89473684210526
Junior Stanislas,6.4,75,M(CLR),11,3,0.4,0,0.5,0.7,0.2,2,1.5,0.5,0.7,21.6,77.4,0.3,93.36363636363636
Tom Davies,6.4,75,M(C),10,0,0.5,0,1.7,0.6,1.0,0,0.4,0.8,0.3,31.6,80.0,0.0,97.6
Harry Arter,6.39,75,M(C),24,1,0.2,0,2.5,0.8,1.2,0,0.9,0.1,0.4,26.3,80.7,0.2,83.70833333333333
Danny Welbeck,6.39,77,"AM(CLR), FW",1,1,0.9,0,0.4,0.1,0.0,1,0.5,0.3,0.6,6.8,74.1,0.0,148.0
Davide Zappacosta,6.39,79,"D(R), M(R)",1,0,0.8,0,0.0,1.0,0.3,0,0.5,0.5,0.3,18.8,80.0,0.0,125.0
Aaron Lennon,6.38,76,M(LR),14,1,0.1,1,1.6,0.8,0.5,1,0.3,0.4,0.4,17.4,78.8,0.2,86.92857142857143
Oliver Skipp,6.38,64,Midfielder,2,0,1.3,0,0.9,0.8,0.3,0,0.3,0.3,0.1,17.9,83.9,0.0,108.0
Grady Diangana,6.38,64,AM(R),6,1,0.4,0,1.2,0.2,0.5,0,0.6,1.2,0.7,14.4,77.9,0.2,101.33333333333333
José Izquierdo,6.38,77,AM(L),9,1,0.2,0,1.0,0.5,0.7,0,1.0,0.9,0.4,13.7,74.6,0.1,88.22222222222223
Mousa Dembélé,6.38,76,M(CR),7,0,0.6,0,1.3,0.5,0.3,0,0.1,0.7,0.0,30.8,89.6,0.0,73.71428571428571
Kadeem Harris,6.37,65,AM(LR),3,0,0.2,0,0.9,0.3,0.1,1,0.4,0.5,0.5,6.8,70.5,0.3,122.0
Nampalys Mendy,6.37,75,M(C),23,0,0.3,0,1.1,0.7,0.5,0,0.1,0.5,0.2,35.2,88.8,0.1,90.82608695652173
Lewis Cook,6.36,77,M(CL),8,0,0.4,0,1.0,0.5,0.8,0,0.3,0.8,0.2,30.2,83.2,0.0,90.25
Hélder Costa,6.36,75,AM(CLR),16,2,0.4,0,0.7,0.2,0.6,1,1.0,1.0,0.7,17.7,81.4,0.1,84.125
Diego Rico,6.36,76,"D(L), M(L)",5,0,0.6,0,1.2,1.4,0.7,0,0.8,0.3,0.9,23.8,72.6,0.9,121.2
Chris Löwe,6.35,73,"D(L), M(L)",23,2,0.9,0,1.2,1.8,0.7,0,0.6,0.3,0.7,29.0,75.1,1.1,89.43478260869566
Tom Cleverley,6.35,76,M(CLR),4,0,0.3,0,1.3,0.8,1.2,1,0.3,0.1,0.1,17.0,78.7,0.1,118.0
Ivan Cavaleiro,6.35,75,"AM(CLR), FW",6,1,0.4,0,0.2,0.2,0.6,3,0.6,0.7,0.8,12.8,75.5,0.7,114.5
Aboubakar Kamara,6.35,71,"AM(R), FW",5,0,0.9,0,0.6,0.4,0.3,3,1.6,0.9,0.8,17.3,73.3,0.1,138.0
Alireza Jahanbakhsh,6.33,77,AM(CLR),12,0,0.6,0,1.7,0.1,1.0,0,1.1,0.6,0.3,14.6,69.3,0.3,85.16666666666667
Erik Durm,6.33,75,"D(LR), M(LR)",21,1,0.8,0,1.3,1.3,0.7,0,0.4,0.4,0.4,27.7,69.0,0.4,97.80952380952381
Jordon Ibe,6.33,74,M(CLR),9,1,0.1,0,0.3,0.2,0.3,1,0.5,1.4,0.5,13.2,78.0,0.5,88.44444444444444
Andrew Surman,6.33,75,M(CL),16,0,1.1,0,0.6,1.8,0.6,0,0.5,0.2,0.6,46.6,87.0,0.1,89.9375
Isaac Success,6.32,73,"AM(LR), FW",9,1,1.0,0,0.5,0.4,0.1,1,1.0,0.5,0.7,11.6,71.3,0.0,115.44444444444444
Lucas Pérez,6.32,78,"AM(CR), FW",4,0,0.2,0,0.4,0.2,0.1,3,0.6,0.3,0.5,9.5,70.6,0.1,117.25
Rajiv van La Parra,6.32,72,"AM(LR), FW",5,0,0.2,0,1.6,0.2,1.0,0,1.0,1.4,0.8,21.0,85.7,0.0,81.4
Jason Puncheon,6.31,72,M(CLR),5,0,1.0,0,1.2,1.3,1.0,0,1.0,0.8,0.8,33.3,79.5,0.3,76.6
Tim Ream,6.3,73,"D(CL), DMC",25,0,1.8,0,0.9,3.0,0.5,0,0.0,0.2,0.1,40.5,87.9,0.0,82.04
